,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,8,7,2.0,1.4,100.6137058839923,0.0,1
1,8,6,2.0,1.4,100.6137058839923,0.0,1
2,8,6,1.6,1.4,100.56698428069257,1.0580949222053049,2
3,8,7,1.6,1.4,100.56698428069257,1.0580949222053049,2
4,5,5,1.6,1.2,93.18094145313476,0.0,1
5,6,7,2.0,1.2,93.18094145313476,0.0,1
6,6,6,2.0,1.4,93.18094145313476,0.0,1
7,6,5,1.8,1.4,93.18094145313476,0.0,1
8,6,5,1.8,1.2,93.18094145313476,0.0,1
9,7,5,2.0,1.2,93.18094145313476,0.0,1
10,7,5,2.0,1.4,93.18094145313476,0.0,1
11,6,6,2.0,1.2,93.18094145313476,0.0,1
12,7,6,2.0,1.2,93.18094145313476,0.0,1
13,7,6,2.0,1.4,93.18094145313476,0.0,1
14,5,7,1.8,1.2,91.04982412495649,0.0,1
15,5,6,1.6,1.2,91.04982412495649,0.0,1
16,5,6,1.8,1.2,91.04982412495649,0.0,1
17,6,5,1.6,1.2,88.96642667005487,1.1119092060855895,3
18,8,6,1.8,1.4,88.05100582819853,1.0580949222053049,2
19,7,5,1.6,1.2,88.05100582819853,1.0580949222053049,2
20,8,5,1.8,1.4,88.05100582819853,1.0580949222053049,2
21,7,6,1.6,1.2,88.05100582819853,1.0580949222053049,2
22,7,6,1.6,1.4,88.05100582819853,1.0580949222053049,2
23,8,7,1.8,1.4,88.05100582819853,1.0580949222053049,2
24,7,6,1.8,1.2,88.05100582819853,1.0580949222053049,2
25,7,6,1.8,1.4,88.05100582819853,1.0580949222053049,2
26,8,5,1.6,1.4,88.05100582819853,1.0580949222053049,2
27,6,5,1.6,1.4,88.05100582819853,1.0580949222053049,2
28,7,7,1.8,1.2,88.05100582819853,1.0580949222053049,2
29,7,5,1.6,1.4,88.05100582819853,1.0580949222053049,2
30,6,7,1.8,1.2,88.05100582819853,1.0580949222053049,2
31,6,5,1.0,1.2,85.03440120200223,0.7009886835060097,5
32,7,7,1.6,1.2,82.31853561152185,0.6986227979482803,3
33,6,5,1.2,1.2,80.08644260464924,0.650431569017824,5
34,6,5,1.4,1.2,78.05969196331863,0.842302993189563,4
35,6,6,1.4,1.2,77.19169074300709,0.6303323769418084,3
36,7,5,1.8,1.2,76.635088465048,0.0,1
37,6,6,1.8,1.2,76.635088465048,0.0,1
38,7,5,1.8,1.4,76.635088465048,0.0,1
39,8,5,2.0,1.4,76.635088465048,0.0,1
40,6,6,1.8,1.4,76.635088465048,0.0,1
41,7,7,2.0,1.2,76.635088465048,0.0,1
42,4,5,1.4,1.2,74.05037641280525,0.9317839073240538,2
43,4,5,1.4,1.0,74.05037641280525,0.9317839073240538,2
44,8,6,2.0,1.8,72.92909670422682,0.0,1
45,8,7,2.0,1.8,72.92909670422682,0.0,1
46,8,7,2.0,1.6,72.92909670422682,0.0,1
47,8,6,2.0,1.6,72.92909670422682,0.0,1
48,6,7,1.6,1.2,70.94139202475831,0.6986227979482803,3
49,6,6,1.6,1.2,70.94139202475831,0.6986227979482803,3
