,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,3,11,1.4,1.0,18.02236660052736,2.091888447922089,9
1,3,10,1.4,1.0,17.95596022252346,2.0777044484831038,9
2,3,16,1.6,1.0,17.938961066058255,3.074508354301895,6
3,3,14,1.6,1.0,17.938961066058255,3.074508354301895,6
4,3,15,1.6,1.0,17.938961066058255,3.074508354301895,6
5,3,17,1.6,1.0,17.938961066058255,3.074508354301895,6
6,3,8,1.4,1.0,17.683573393176605,2.54787496732642,7
7,3,7,1.2,1.2,17.233653937976033,1.9477529338799917,5
8,5,7,1.4,1.2,16.978576781902888,2.158487990496916,13
9,3,13,1.4,1.0,16.667794118974314,2.046375960424501,10
10,3,12,1.4,1.0,16.667794118974314,2.046375960424501,10
11,4,9,1.2,1.0,16.2755248478916,1.4157775764327525,16
12,4,8,1.2,1.0,16.2755248478916,1.4157775764327525,16
13,5,8,1.4,1.2,16.128101855569113,2.0127366974738394,14
14,4,7,1.2,1.0,15.86480146405696,1.3858001464143144,16
15,3,13,1.4,1.2,15.707110537916153,2.452046332685159,6
16,3,10,1.4,1.2,15.707110537916153,2.452046332685159,6
17,3,11,1.4,1.2,15.707110537916153,2.452046332685159,6
18,3,12,1.4,1.2,15.707110537916153,2.452046332685159,6
19,4,11,1.6,1.0,15.702287456508715,1.601714874869348,12
20,3,9,1.4,1.0,15.674535968004784,2.0366395947749245,8
21,4,9,1.6,1.0,15.443085042419575,1.4469467010430557,12
22,4,13,1.6,1.0,15.1324245770078,1.6535012930819262,13
23,4,16,1.6,1.2,15.089719852936115,1.4833801652923606,10
24,4,17,1.6,1.2,15.089719852936115,1.4833801652923606,10
25,5,6,1.4,1.2,14.985260227716788,1.8770935033966747,13
26,4,6,1.2,1.0,14.932945666708072,1.234784906484399,17
27,3,8,1.2,1.2,14.880271066654553,1.150766603933754,6
28,4,6,1.4,1.0,14.797501457374368,1.36875300332303,13
29,4,8,1.6,1.0,14.616986277662402,1.4469467010430557,12
30,4,12,1.6,1.0,14.41979887856152,1.5000452605364138,13
31,3,12,1.6,1.0,14.138178776414431,2.828698484584904,6
32,3,11,1.6,1.0,14.138178776414431,2.828698484584904,6
33,3,13,1.6,1.0,14.138178776414431,2.828698484584904,6
34,4,10,1.6,1.0,14.118088810423846,1.412302558910772,13
35,3,8,1.4,1.2,14.103572697864822,1.5922921370225067,5
36,3,9,1.4,1.2,14.103572697864822,1.5922921370225067,5
37,3,7,1.4,1.2,14.103572697864822,1.5922921370225067,5
38,3,14,1.4,1.0,14.095420430463385,1.5005623234910708,10
39,3,17,1.4,1.0,14.095420430463385,1.5005623234910708,10
40,3,16,1.4,1.0,14.095420430463385,1.5005623234910708,10
41,3,15,1.4,1.0,14.095420430463385,1.5005623234910708,10
42,3,10,1.6,1.0,14.073962434125423,2.795633338730327,6
43,3,7,1.4,1.0,14.000634753156834,2.29654527899548,7
44,4,8,1.4,1.0,13.898263458114798,1.2061462667422465,14
45,4,9,1.4,1.0,13.898263458114798,1.2061462667422465,14
46,4,17,1.8,1.2,13.857461524516545,1.4167212969529082,9
47,5,5,1.4,1.2,13.738785830661229,1.687994227429713,13
48,4,14,1.4,1.8,13.632950313250712,2.54683777264984,4
49,4,14,1.2,1.8,13.632950313250712,2.54683777264984,4
