,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,3,7,1.4,2.0,21.86169279672742,0.0,1
1,3,8,1.6,2.0,21.86169279672742,0.0,1
2,2,7,1.0,1.6,21.86169279672742,0.0,1
3,2,6,1.0,1.6,21.86169279672742,0.0,1
4,3,6,1.4,1.6,21.86169279672742,0.0,1
5,3,6,1.4,1.8,21.86169279672742,0.0,1
6,3,6,1.4,2.0,21.86169279672742,0.0,1
7,2,6,1.0,1.4,21.86169279672742,0.0,1
8,3,7,1.4,1.8,21.86169279672742,0.0,1
9,2,7,1.0,1.4,21.86169279672742,0.0,1
10,3,7,1.6,2.0,21.86169279672742,0.0,1
11,3,8,1.6,1.8,21.86169279672742,0.0,1
12,3,7,1.6,1.8,21.86169279672742,0.0,1
13,3,9,1.6,1.8,21.86169279672742,0.0,1
14,3,9,1.6,2.0,21.86169279672742,0.0,1
15,3,13,1.8,2.0,20.596939616450104,0.0,1
16,2,8,1.2,1.8,20.596939616450104,0.0,1
17,2,10,1.2,2.0,20.596939616450104,0.0,1
18,2,7,1.2,1.4,20.596939616450104,0.0,1
19,2,16,1.4,1.8,20.596939616450104,0.0,1
20,2,16,1.4,2.0,20.596939616450104,0.0,1
21,2,7,1.2,1.6,20.596939616450104,0.0,1
22,2,12,1.2,2.0,20.596939616450104,0.0,1
23,2,13,1.4,2.0,20.596939616450104,0.0,1
24,2,12,1.2,1.8,20.596939616450104,0.0,1
25,2,17,1.4,1.8,20.596939616450104,0.0,1
26,2,17,1.4,2.0,20.596939616450104,0.0,1
27,2,8,1.2,1.6,20.596939616450104,0.0,1
28,2,10,1.2,1.8,20.596939616450104,0.0,1
29,3,11,1.8,2.0,20.596939616450104,0.0,1
30,2,11,1.2,2.0,20.596939616450104,0.0,1
31,2,10,1.2,1.6,20.596939616450104,0.0,1
32,2,11,1.4,2.0,20.596939616450104,0.0,1
33,2,11,1.4,1.8,20.596939616450104,0.0,1
34,3,12,1.8,2.0,20.596939616450104,0.0,1
35,3,14,2.0,2.0,20.596939616450104,0.0,1
36,2,11,1.2,1.6,20.596939616450104,0.0,1
37,2,11,1.4,1.6,20.596939616450104,0.0,1
38,2,9,1.2,1.6,20.596939616450104,0.0,1
39,2,9,1.2,1.8,20.596939616450104,0.0,1
40,2,11,1.2,1.8,20.596939616450104,0.0,1
41,2,12,1.4,1.8,20.596939616450104,0.0,1
42,3,10,1.8,2.0,20.596939616450104,0.0,1
43,2,12,1.4,2.0,20.596939616450104,0.0,1
44,2,5,1.0,1.2,20.596939616450104,0.0,1
45,2,5,1.0,1.4,20.596939616450104,0.0,1
46,2,15,1.4,1.8,20.596939616450104,0.0,1
47,2,14,1.4,1.8,20.596939616450104,0.0,1
48,2,15,1.4,2.0,20.596939616450104,0.0,1
49,2,14,1.4,2.0,20.596939616450104,0.0,1
