,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,12,5,2.0,1.8,16.494642390946886,1.3061218394058194,11
1,9,13,1.8,1.8,16.428604022669823,1.4277352250606812,11
2,9,12,1.8,1.8,16.428604022669823,1.4277352250606812,11
3,13,8,2.0,1.8,15.797750442280948,1.2330474383910486,11
4,13,9,2.0,1.8,15.797750442280948,1.2330474383910486,11
5,9,11,1.8,1.8,15.6751263312193,1.2862575069533,11
6,12,14,2.0,2.0,15.34869132954604,1.2258399400623086,10
7,12,13,2.0,2.0,15.34869132954604,1.2258399400623086,10
8,12,12,2.0,2.0,15.34869132954604,1.2258399400623086,10
9,12,15,2.0,2.0,15.34869132954604,1.2258399400623086,10
10,12,8,2.0,1.8,15.333629081311434,1.18615091731636,11
11,12,9,2.0,1.8,15.292496218741856,1.159313998789052,11
12,12,10,2.0,1.8,15.292496218741856,1.159313998789052,11
13,10,12,1.8,1.8,15.288076807964316,1.314862863803884,12
14,9,7,1.8,1.6,15.266997687161387,1.1950255288778446,13
15,9,8,1.8,1.6,15.266997687161387,1.1950255288778446,13
16,13,7,2.0,1.8,15.068306745612906,1.1276884898728252,11
17,13,6,2.0,1.8,15.068306745612906,1.1276884898728252,11
18,12,12,1.8,2.0,15.055360959801805,1.0389717148696669,13
19,12,13,1.8,2.0,15.055360959801805,1.0389717148696669,13
20,13,5,2.0,1.8,14.984814670383576,1.1186659241449295,12
21,9,9,1.8,1.6,14.940271361740711,1.1764892553779993,13
22,10,9,1.8,1.6,14.940271361740711,1.1764892553779993,13
23,10,8,1.8,1.6,14.940271361740711,1.1764892553779993,13
24,10,7,1.8,1.6,14.940271361740711,1.1764892553779993,13
25,10,14,1.8,2.0,14.688275519286885,1.1717818682708327,12
26,13,10,2.0,1.8,14.598870412256243,1.1575927374814106,11
27,11,6,2.0,1.6,14.571901533221135,1.4966706156089358,10
28,13,6,2.0,1.6,14.545844069575857,1.1447809337736303,12
29,13,5,2.0,1.6,14.462714933537264,1.1361256367240595,13
30,12,7,2.0,1.8,14.434208159119342,1.0410693884437845,11
31,10,11,1.8,1.8,14.326615539245523,1.182656812991029,12
32,11,7,2.0,1.6,14.247160756077584,1.4743727247475389,10
33,8,10,1.6,1.6,14.181148421411976,0.9281570802740045,16
34,10,5,1.8,1.6,14.16821975601701,0.99709724629577,13
35,10,9,1.8,1.8,14.112565165302762,1.0416253165081624,13
36,10,13,1.8,2.0,14.111104497552354,1.246291279152002,11
37,12,11,2.0,1.8,14.09882983029084,1.0868671181262364,11
38,9,6,1.8,1.6,14.09815815225897,1.0328156679774152,13
39,10,8,1.8,1.8,14.093991702193486,1.040260098951256,13
40,9,5,1.8,1.6,14.063842589182386,1.0312107930782608,12
41,12,10,2.0,2.0,13.965264051406123,1.2451995898210992,10
42,10,10,1.8,1.8,13.843177754037884,1.0087621740385682,13
43,12,14,1.8,2.0,13.82279235679101,0.933834093470566,13
44,13,9,2.0,2.0,13.821021349030689,1.2336702769588752,10
45,12,9,2.0,2.0,13.821021349030689,1.2336702769588752,10
46,10,14,1.8,1.8,13.648731633533409,1.3651858206286152,13
47,10,15,1.8,1.8,13.648731633533409,1.3651858206286152,13
48,12,6,2.0,1.8,13.627796853464355,0.9199237227448736,11
49,12,8,2.0,2.0,13.591530701613843,1.2224846312401203,10
