,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,4,11,2.0,1.0,17.19222600957324,1.2318160579516133,11
1,4,10,2.0,1.0,17.19222600957324,1.2318160579516133,11
2,4,8,2.0,1.0,17.19222600957324,1.2318160579516133,11
3,4,9,2.0,1.0,17.19222600957324,1.2318160579516133,11
4,4,7,1.8,1.0,17.12546136719028,1.2225960475756326,11
5,4,13,2.0,1.0,15.68033674849662,1.0340812660478025,12
6,4,14,2.0,1.0,15.68033674849662,1.0340812660478025,12
7,4,12,2.0,1.0,15.68033674849662,1.0340812660478025,12
8,4,8,1.8,1.0,15.614434381116816,1.0264508282604283,12
9,5,7,2.0,1.2,15.346692488873462,1.273300333569441,10
10,3,14,1.8,1.0,14.894808976283036,1.491628328690633,8
11,3,13,1.8,1.0,14.894808976283036,1.491628328690633,8
12,3,16,1.8,1.0,14.894808976283036,1.491628328690633,8
13,3,15,1.8,1.0,14.894808976283036,1.491628328690633,8
14,3,12,1.8,1.0,14.894808976283036,1.491628328690633,8
15,11,5,2.0,2.0,14.39859964030156,0.7810938090932665,11
16,3,13,2.0,1.0,14.159194104272997,1.48600315885991,7
17,3,16,2.0,1.0,14.159194104272997,1.48600315885991,7
18,3,12,2.0,1.0,14.159194104272997,1.48600315885991,7
19,3,15,2.0,1.0,14.159194104272997,1.48600315885991,7
20,3,14,2.0,1.0,14.159194104272997,1.48600315885991,7
21,4,6,1.8,1.0,13.64745244646372,1.1781107202952343,11
22,4,9,1.8,1.0,13.408427529950112,0.8133985877115761,13
23,4,10,1.8,1.0,13.408427529950112,0.8133985877115761,13
24,4,16,2.0,1.0,13.403973229781844,0.9452199607456652,12
25,4,15,2.0,1.0,13.403973229781844,0.9452199607456652,12
26,4,10,1.8,1.2,13.181523202983206,0.6914274029446811,10
27,4,10,2.0,1.2,13.177431066177128,0.6911912334303877,10
28,4,16,2.0,1.2,13.030594959455696,0.65304704615024,11
29,4,12,2.0,1.2,13.030594959455696,0.65304704615024,11
30,4,15,2.0,1.2,13.030594959455696,0.65304704615024,11
31,4,11,2.0,1.2,13.030594959455696,0.65304704615024,11
32,4,13,2.0,1.2,13.030594959455696,0.65304704615024,11
33,4,14,2.0,1.2,13.030594959455696,0.65304704615024,11
34,3,17,1.8,1.0,12.96895882749038,1.358707938516535,8
35,8,5,1.8,1.8,12.767005536696354,0.7024256045582911,11
36,5,6,2.0,1.0,12.59287691333895,1.0536564834019582,12
37,5,9,2.0,1.2,12.574755387559232,0.7694234007938885,12
38,4,6,2.0,1.2,12.49879842359087,1.6095119620460423,7
39,4,5,2.0,1.4,12.369066476324331,1.7211235026134113,5
40,11,5,2.0,1.8,12.351767089611794,1.0973051646953642,12
41,4,9,1.8,1.2,12.264419912974564,0.662969266500662,10
42,4,9,2.0,1.2,12.260375521508452,0.6627322869609216,10
43,3,17,2.0,1.0,12.240784745238486,1.32182979196276,7
44,3,5,1.6,1.0,11.87329322617618,0.8512537633941594,7
45,5,6,2.0,1.2,11.844912739227604,1.081884551108284,11
46,5,8,2.0,1.2,11.66256318873835,0.7359738332140754,12
47,4,6,1.6,1.0,11.309653993801934,0.8466287971520329,12
48,4,17,2.0,1.0,11.240127947986467,0.7338154867870392,13
49,12,5,2.0,2.0,11.129175176929706,1.0267546179596838,12
