,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,3,13,1.2,1.0,13.719174668205742,0.0,1
1,4,16,1.6,1.0,13.719174668205742,0.0,1
2,5,17,1.8,1.0,13.719174668205742,0.0,1
3,5,14,1.8,1.0,13.719174668205742,0.0,1
4,3,12,1.2,1.0,13.719174668205742,0.0,1
5,4,14,1.6,1.0,13.719174668205742,0.0,1
6,3,15,1.4,1.0,13.719174668205742,0.0,1
7,3,16,1.4,1.0,13.719174668205742,0.0,1
8,5,16,1.8,1.0,13.719174668205742,0.0,1
9,4,17,1.6,1.0,13.719174668205742,0.0,1
10,5,15,1.6,1.0,13.719174668205742,0.0,1
11,5,15,1.8,1.0,13.719174668205742,0.0,1
12,5,17,1.6,1.0,13.719174668205742,0.0,1
13,3,17,1.4,1.0,13.719174668205742,0.0,1
14,5,16,1.6,1.0,13.719174668205742,0.0,1
15,4,15,1.6,1.0,13.719174668205742,0.0,1
16,3,14,1.4,1.0,13.719174668205742,0.0,1
17,4,17,1.4,1.0,13.719174668205742,0.0,1
18,5,14,1.6,1.0,13.719174668205742,0.0,1
19,5,17,1.8,1.2,12.907095585872067,0.0,1
20,6,15,1.8,1.4,12.907095585872067,0.0,1
21,6,15,1.8,1.2,12.907095585872067,0.0,1
22,7,14,1.8,1.4,12.907095585872067,0.0,1
23,9,15,2.0,1.6,12.907095585872067,0.0,1
24,6,15,1.6,1.4,12.907095585872067,0.0,1
25,8,17,2.0,1.6,12.907095585872067,0.0,1
26,7,15,1.8,1.4,12.907095585872067,0.0,1
27,7,15,2.0,1.4,12.907095585872067,0.0,1
28,6,17,1.6,1.2,12.907095585872067,0.0,1
29,6,15,1.6,1.2,12.907095585872067,0.0,1
30,7,13,1.8,1.4,12.907095585872067,0.0,1
31,8,17,2.0,1.4,12.907095585872067,0.0,1
32,4,15,1.6,1.2,12.907095585872067,0.0,1
33,8,17,1.8,1.6,12.907095585872067,0.0,1
34,8,17,1.8,1.4,12.907095585872067,0.0,1
35,8,15,2.0,1.4,12.907095585872067,0.0,1
36,8,16,2.0,1.6,12.907095585872067,0.0,1
37,8,13,2.0,1.4,12.907095585872067,0.0,1
38,6,16,1.6,1.2,12.907095585872067,0.0,1
39,6,16,1.8,1.4,12.907095585872067,0.0,1
40,8,16,2.0,1.4,12.907095585872067,0.0,1
41,4,17,1.6,1.2,12.907095585872067,0.0,1
42,4,16,1.6,1.2,12.907095585872067,0.0,1
43,6,16,1.6,1.4,12.907095585872067,0.0,1
44,6,16,1.8,1.2,12.907095585872067,0.0,1
45,4,17,1.4,1.2,12.907095585872067,0.0,1
46,8,16,1.8,1.6,12.907095585872067,0.0,1
47,6,17,1.6,1.4,12.907095585872067,0.0,1
48,6,14,1.8,1.4,12.907095585872067,0.0,1
49,6,17,1.8,1.4,12.907095585872067,0.0,1
