,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,13,5,1.0,1.4,26.78183918362247,1.8392212408376407,23
1,12,16,1.4,2.0,26.256535235387307,1.301315592957819,11
2,12,17,1.4,2.0,26.256535235387307,1.301315592957819,11
3,13,6,1.0,1.4,26.2104541092874,1.819014368740263,23
4,12,5,1.0,1.2,26.078677424873487,1.5514760387944393,26
5,13,17,1.4,2.0,26.03380598573929,1.3001578225989456,11
6,12,6,1.0,1.2,25.943261452730432,1.5471307421258482,26
7,12,7,1.0,1.2,25.763587650665464,1.5389652125454332,26
8,13,6,1.0,1.2,25.604557958108103,1.6095569467215487,27
9,11,7,1.0,1.2,25.41927825264956,1.5038215521826177,26
10,13,16,1.4,2.0,25.41730193067231,1.2612254864109762,12
11,12,8,1.0,1.2,25.321685729783283,1.5808502289483253,27
12,13,8,1.0,1.4,25.29958715192164,1.7046126851956367,23
13,7,15,1.0,1.8,25.208197229110706,1.4406700839209947,11
14,7,16,1.0,1.8,25.208197229110706,1.4406700839209947,11
15,7,14,1.0,1.8,25.208197229110706,1.4406700839209947,11
16,10,6,1.4,1.2,25.050871962086056,1.7769648229474762,23
17,13,7,1.0,1.4,24.998117768518718,1.6944154204709274,23
18,14,7,1.0,1.2,24.789940698049676,1.5290283822484405,27
19,7,17,1.0,1.4,24.78903542059594,1.128155929131184,18
20,10,17,1.2,2.0,24.748946363076943,1.4716734560716311,11
21,11,6,1.0,1.2,24.563486394936305,1.502184751178086,27
22,14,11,1.0,1.2,24.552893814224515,1.484163593364376,27
23,11,17,1.2,2.0,24.552110052262567,1.2030915885236757,12
24,14,10,1.0,1.2,24.542785399883037,1.483794139565257,27
25,14,9,1.0,1.2,24.542785399883037,1.483794139565257,27
26,11,8,1.0,1.2,24.529682444108047,1.479201896893005,26
27,13,8,1.0,1.2,24.43099752075129,1.5509895203950863,28
28,10,16,1.2,2.0,24.39296437139303,1.45828449243773,11
29,10,15,1.2,2.0,24.39296437139303,1.45828449243773,11
30,12,5,1.0,1.4,24.333640237148927,1.4624146958009436,24
31,6,12,1.0,1.2,24.254936100052674,1.18439757541075,23
32,11,16,1.2,2.0,24.221107650906525,1.1920778045185163,12
33,11,15,1.2,2.0,24.19767724647765,1.1890268421571553,12
34,10,14,1.2,2.0,24.180342877811185,1.4615696057668082,11
35,14,8,1.0,1.2,24.079436044650517,1.482196708440162,27
36,14,6,1.0,1.4,24.064882350648283,1.6519862222869888,23
37,13,17,1.6,2.0,24.0639823384024,1.2352127646112352,11
38,12,10,1.0,1.2,24.01539369790753,1.481365967609624,27
39,6,14,1.0,1.2,24.00690067861917,1.1138929228084298,22
40,12,7,1.6,1.2,23.98653086684997,1.9219410520007287,20
41,12,6,1.6,1.2,23.98653086684997,1.9219410520007287,20
42,14,17,1.6,2.0,23.944526466921552,1.2379334034334095,11
43,12,9,1.0,1.2,23.878543722627263,1.4760112239658556,27
44,6,13,1.0,1.2,23.81280377344523,1.1110343694224838,23
45,11,11,1.4,2.0,23.809185446864632,1.219628587167076,11
46,9,13,1.2,2.0,23.750954387297675,1.4761785456965355,11
47,9,14,1.2,2.0,23.750954387297675,1.4761785456965355,11
48,13,9,1.0,1.4,23.74872505913171,1.6449592968660942,23
49,11,16,1.2,1.4,23.568363676877084,1.527325437896318,22
