,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,4,13,1.4,1.4,7.711559500063103,1.320579322288392,5
1,4,12,1.4,1.4,7.711559500063103,1.320579322288392,5
2,5,13,1.6,1.4,7.632841232248564,1.295208107195144,5
3,5,13,1.6,1.6,7.503610314823507,1.5105653214753696,4
4,5,15,1.6,1.6,7.503610314823507,1.5105653214753696,4
5,5,14,1.6,1.6,7.503610314823507,1.5105653214753696,4
6,6,12,1.8,1.6,7.503610314823507,1.5105653214753696,4
7,4,11,1.4,1.4,7.444596394612475,1.2562597784686036,5
8,5,14,1.6,1.4,7.296698169831137,1.2321053403237203,6
9,6,15,1.6,1.8,7.259100655174187,1.1790965217210607,6
10,6,16,1.6,1.8,7.259100655174187,1.1790965217210607,6
11,6,17,1.6,1.8,7.259100655174187,1.1790965217210607,6
12,6,12,1.8,1.8,7.174154914254674,1.5023415188111937,4
13,6,12,1.8,2.0,7.174154914254674,1.5023415188111937,4
14,6,15,1.8,1.8,7.088299305672674,1.2851169707969616,5
15,6,17,1.8,1.8,7.088299305672674,1.2851169707969616,5
16,5,17,1.6,1.6,7.088299305672674,1.2851169707969616,5
17,5,16,1.6,1.6,7.088299305672674,1.2851169707969616,5
18,6,16,1.8,1.8,7.088299305672674,1.2851169707969616,5
19,6,13,1.8,1.6,7.088299305672674,1.2851169707969616,5
20,6,14,1.8,1.6,7.088299305672674,1.2851169707969616,5
21,5,11,1.6,1.4,6.9766910750494615,1.0771209346901116,6
22,5,10,1.6,1.4,6.9766910750494615,1.0771209346901116,6
23,5,8,1.6,1.4,6.9766910750494615,1.0771209346901116,6
24,5,9,1.6,1.4,6.9766910750494615,1.0771209346901116,6
25,5,12,1.6,1.4,6.9766910750494615,1.0771209346901116,6
26,6,14,1.6,1.8,6.926892507452494,1.1721532519257074,6
27,4,6,1.2,1.4,6.884987737089555,1.0338789067343308,7
28,5,12,1.6,1.6,6.848251694489706,1.2017190227857193,5
29,6,11,1.8,1.6,6.848251694489706,1.2017190227857193,5
30,6,13,1.8,2.0,6.7912484163293225,1.293744249190448,4
31,6,17,1.8,2.0,6.7912484163293225,1.293744249190448,4
32,6,16,1.8,2.0,6.7912484163293225,1.293744249190448,4
33,6,14,1.8,2.0,6.7912484163293225,1.293744249190448,4
34,6,15,1.8,2.0,6.7912484163293225,1.293744249190448,4
35,6,13,1.6,1.6,6.7786791304441065,1.0363381385741548,7
36,6,14,1.6,1.6,6.7786791304441065,1.0363381385741548,7
37,6,12,1.6,1.6,6.7786791304441065,1.0363381385741548,7
38,5,11,1.6,1.6,6.769408474793163,1.1746802597936137,5
39,5,10,1.6,1.6,6.769408474793163,1.1746802597936137,5
40,5,9,1.6,1.6,6.769408474793163,1.1746802597936137,5
41,6,14,1.8,1.8,6.760115666223411,1.2737342789092816,5
42,6,13,1.8,1.8,6.760115666223411,1.2737342789092816,5
43,5,7,1.2,1.4,6.752017004455986,0.7657230352301096,12
44,5,6,1.0,1.4,6.706723716183648,0.6596172457527671,19
45,5,17,1.4,1.6,6.690204756918554,1.0143867484331583,7
46,5,16,1.4,1.6,6.690204756918554,1.0143867484331583,7
47,5,15,1.4,1.6,6.690204756918554,1.0143867484331583,7
48,5,14,1.4,1.6,6.690204756918554,1.0143867484331583,7
49,4,9,1.4,1.2,6.67207775795117,1.298961880680683,8
