,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,5,9,1.2,1.0,35.32381088179372,1.5023132789362246,17
1,5,8,1.2,1.0,34.72886389970602,1.4907852034371911,17
2,3,9,1.4,1.2,34.52052071832026,1.797248937403755,6
3,3,12,1.6,1.4,34.50054572113944,0.6416522973973926,5
4,5,5,1.2,1.0,34.185255717823715,1.600112500655272,17
5,3,12,1.6,1.6,34.10014098399443,0.6388081154097521,5
6,5,9,1.4,1.0,33.88596431915532,1.6015390127066995,15
7,3,15,1.4,1.4,33.59067972081225,1.304287267485511,5
8,3,16,1.4,1.4,33.59067972081225,1.304287267485511,5
9,3,17,1.4,1.4,33.59067972081225,1.304287267485511,5
10,3,15,1.2,1.4,33.17304968794233,1.3279976502115314,5
11,3,16,1.2,1.4,33.17304968794233,1.3279976502115314,5
12,3,17,1.2,1.4,33.17304968794233,1.3279976502115314,5
13,5,13,1.4,1.4,32.8619811760887,1.2548678279373922,11
14,5,14,1.4,1.4,32.10353876578887,1.2427745488044604,11
15,5,15,1.4,1.4,32.10353876578887,1.2427745488044604,11
16,3,16,1.2,1.2,32.09699094945349,2.4792669530736298,9
17,4,16,1.4,1.2,32.06668148515842,2.6520725317405107,10
18,4,15,1.4,1.2,32.06668148515842,2.6520725317405107,10
19,4,14,1.4,1.2,32.06668148515842,2.6520725317405107,10
20,4,17,1.4,1.2,32.06668148515842,2.6520725317405107,10
21,6,13,1.4,1.0,31.95333784538448,1.462760389965622,19
22,5,6,1.2,1.0,31.80529080845789,1.4058540135109976,17
23,5,7,1.2,1.0,31.80529080845789,1.4058540135109976,17
24,3,11,1.6,1.4,31.55583932190829,0.6193964109362772,5
25,6,12,1.4,1.0,31.34636028163198,1.4329846260032788,19
26,5,17,1.4,1.4,31.28284858525948,1.2518051383173605,11
27,7,12,1.4,1.0,30.82815184873461,1.8621539435261785,20
28,5,16,1.4,1.4,30.815032607206888,1.220979520718859,11
29,6,16,2.0,1.6,30.231237041740386,1.736019811786662,6
30,6,17,2.0,1.6,30.231237041740386,1.736019811786662,6
31,5,11,1.2,1.0,30.10011826601226,1.740046229981684,18
32,5,10,1.2,1.0,30.10011826601226,1.740046229981684,18
33,5,13,1.2,1.4,29.832346863845288,0.9599627835620582,12
34,3,5,1.2,1.2,29.484563313450685,0.6597088707117515,5
35,5,14,1.2,1.4,29.39295578720826,0.9564663165992826,12
36,5,15,1.2,1.4,29.39295578720826,0.9564663165992826,12
37,7,13,1.4,1.0,29.186670686871235,1.7638537955542328,20
38,7,7,1.2,1.2,28.975810982335563,1.220133244518986,19
39,7,8,1.2,1.2,28.975810982335563,1.220133244518986,19
40,7,9,1.2,1.2,28.40802023325925,1.207956507945282,19
41,5,17,1.4,1.6,28.346011217663737,1.5299619122124892,8
42,6,16,1.4,1.6,28.30912349936916,1.0173033276267502,8
43,5,16,1.4,1.6,28.25518621885406,1.5179860581107414,8
44,5,16,1.2,1.4,28.13105749687818,0.9383499538031655,12
45,6,11,1.2,1.0,27.98048301995133,1.0097958049288127,21
46,6,13,1.2,1.0,27.881068492451284,1.0651524943219788,21
47,4,15,1.2,1.2,27.53284108528136,1.6252740912889314,13
48,4,14,1.2,1.2,27.53284108528136,1.6252740912889314,13
49,7,12,1.2,1.0,27.36546322547011,1.1924574099762184,23
