,ma_period,atr_period,up_line,down_line,annual_return,sqn,trades
0,4,14,1.4,1.8,14.183846161317668,1.638725176604084,3
1,4,16,1.4,1.8,13.704940513274208,1.261267262612822,4
2,4,17,1.4,1.8,13.704940513274208,1.261267262612822,4
3,4,15,1.4,1.8,13.704940513274208,1.261267262612822,4
4,9,17,2.0,2.0,13.183765239576656,1.3410667957977915,8
5,4,14,1.6,1.8,12.907475548323552,0.8741927616002274,3
6,7,16,1.8,2.0,12.887418037192258,0.9742105276846096,4
7,7,15,1.8,2.0,12.887418037192258,0.9742105276846096,4
8,10,17,1.8,2.0,12.769447220671896,1.2322660692730467,9
9,10,17,2.0,2.0,12.76921242420695,1.255956918102962,9
10,4,9,1.4,1.6,12.760355430615064,0.8998749685295456,4
11,7,17,1.8,2.0,12.413991909250964,0.826374492762949,5
12,5,15,2.0,2.0,12.159022003257377,0.8741927616002274,3
13,5,16,2.0,2.0,12.159022003257377,0.8741927616002274,3
14,5,17,2.0,2.0,12.159022003257377,0.8741927616002274,3
15,5,17,1.8,2.0,12.159022003257377,0.8741927616002274,3
16,5,14,2.0,2.0,12.159022003257377,0.8741927616002274,3
17,9,17,1.6,2.0,12.126675341182812,1.1828841840381086,9
18,3,12,1.4,1.2,11.9940630430501,0.4581164895905735,6
19,3,13,1.4,1.2,11.9940630430501,0.4581164895905735,6
20,3,13,1.6,1.2,11.8604945363365,0.7959444384856296,5
21,3,12,1.6,1.2,11.8604945363365,0.7959444384856296,5
22,9,13,1.6,2.0,11.858862981837197,1.362800678301641,8
23,5,16,1.6,2.0,11.844192468130336,0.7046037196573915,3
24,5,17,1.6,2.0,11.844192468130336,0.7046037196573915,3
25,5,15,1.6,2.0,11.844192468130336,0.7046037196573915,3
26,5,14,1.6,2.0,11.844192468130336,0.7046037196573915,3
27,9,14,1.4,2.0,11.842751384188691,1.344205868055789,9
28,4,17,1.4,1.6,11.77687297881624,1.1598144460019548,6
29,9,17,1.8,2.0,11.77628888958327,1.1703097167396317,8
30,3,13,1.2,1.2,11.613261022448407,0.3878757924840447,8
31,4,13,1.4,1.8,11.611228313930372,1.429689183498963,2
32,4,11,1.4,1.8,11.611228313930372,1.429689183498963,2
33,4,16,1.4,2.0,11.611228313930372,1.429689183498963,2
34,4,12,1.4,1.8,11.611228313930372,1.429689183498963,2
35,4,17,1.4,2.0,11.611228313930372,1.429689183498963,2
36,4,15,1.4,2.0,11.611228313930372,1.429689183498963,2
37,5,9,1.4,1.8,11.510375093071024,0.5180668380118455,4
38,5,10,1.4,1.8,11.510375093071024,0.5180668380118455,4
39,4,8,1.2,1.6,11.510375093071024,0.5180668380118455,4
40,9,14,1.6,2.0,11.502369864990428,1.326332955539432,8
41,8,16,2.0,1.8,11.489363281999529,1.1996964601590654,10
42,8,16,1.8,1.8,11.489363281999529,1.1996964601590654,10
43,9,13,2.0,2.0,11.407028431426657,1.3474905473726746,7
44,9,14,2.0,2.0,11.407028431426657,1.3474905473726746,7
45,9,13,1.8,2.0,11.407028431426657,1.3474905473726746,7
46,9,14,1.8,2.0,11.407028431426657,1.3474905473726746,7
47,6,12,1.4,2.0,11.353086362587437,0.4827769223736528,4
48,9,13,1.4,2.0,11.288034309995489,1.2673116137127662,10
49,7,12,1.4,2.0,11.248031451462609,0.4666094138603205,6
