,macd_fast,macd_slow,macd_signal,annual_return,sqn,trades
0,1,10,3,-3.298834486053371,-0.3967547449284807,343
1,1,10,4,-3.4185718235299505,-0.3878556734338716,308
2,1,10,5,-9.687618322309945,-1.120775460273124,289
3,1,10,6,-7.521226649593786,-0.9441308075682864,268
4,1,10,7,-5.959085194016868,-0.6723441234763448,252
5,1,10,8,-3.6209898662311724,-0.4591833802775793,240
6,1,10,9,-2.2214616917983037,-0.27428575848871833,239
7,1,10,10,0.11698785149379407,0.014629289123112066,231
8,1,10,11,-4.447715443055584,-0.5515186616784219,227
9,1,10,12,-4.461955986394966,-0.5567378313915153,221
10,1,10,13,-3.2192444004867355,-0.33782973444377623,220
11,1,10,14,-2.482223918768335,-0.27181454438012775,215
12,1,10,15,-4.106400124210913,-0.46053409586257993,215
13,1,10,16,-4.587493437009367,-0.5165531218670826,214
14,1,10,17,-4.471534022926182,-0.4993313957912539,212
15,1,10,18,-5.06180927886164,-0.581483376894524,210
16,1,10,19,-5.805701756815001,-0.6580018631131449,207
17,1,10,20,-5.386988789947281,-0.5835650587728428,205
18,1,10,21,-4.812735347504134,-0.5281847782918033,202
19,1,10,22,-4.714105454756217,-0.5148536857824364,202
20,1,10,23,-4.049936199040528,-0.44336934592645894,197
21,1,10,24,-4.568603958795799,-0.5060346466628474,195
22,1,10,25,-4.601934983261023,-0.523824117836891,190
23,1,10,26,-4.643981774942345,-0.5054298021216796,190
24,1,10,27,-5.520615017285038,-0.6041829344114116,193
25,1,10,28,-6.086303918088229,-0.65969318383826,194
26,1,10,29,-5.864043753963778,-0.6338868003957555,193
27,1,10,30,-7.037101716425263,-0.7317628611482032,192
28,1,10,31,-6.448293956779626,-0.6696575118809557,193
29,1,10,32,-4.834396995342327,-0.46912889539838076,192
30,1,10,33,-5.8800077910296045,-0.5772771158069196,191
31,1,10,34,-5.888316956873239,-0.59637612371007,188
32,1,10,35,-5.909070223362115,-0.591365571918265,188
33,1,10,36,-4.843968931541049,-0.47945040490229257,186
34,1,10,37,-6.4289502990221665,-0.6174226248683675,186
35,1,10,38,-6.120977569825042,-0.575509128415116,187
36,1,10,39,-6.714015457151322,-0.621868272820479,189
37,1,11,3,-3.284045142052341,-0.39241745238839887,337
38,1,11,4,-4.062756220271976,-0.4964381396666756,298
39,1,11,5,-10.809729786436156,-1.3362148554894921,281
40,1,11,6,-6.394055643388772,-0.8282929970761099,262
41,1,11,7,-1.8190947048564627,-0.23005197810114808,243
42,1,11,8,-0.9584192188867422,-0.11984240128680117,239
43,1,11,9,-1.2879923169460596,-0.15681025972722784,233
44,1,11,10,-4.1212807447303526,-0.5141912400793014,227
