,macd_fast,macd_slow,macd_signal,annual_return,sqn,trades
0,1,10,3,16.59817294528014,1.3975123831666343,337
1,1,10,4,15.28155282564624,1.360295897481319,310
2,1,10,5,11.222952761886223,1.2105512428645047,294
3,1,10,6,9.018075992425024,0.9817041122582115,279
4,1,10,7,7.482921943310214,0.8198642464870607,265
5,1,10,8,6.58860593586367,0.7311451907320277,254
6,1,10,9,5.266958125655715,0.5989046160167923,249
7,1,10,10,5.380317561811906,0.5764120612585395,243
8,1,10,11,4.191990105567998,0.43753625022235454,234
9,1,10,12,7.639162040687755,0.7990279833290784,232
10,1,10,13,8.854018361841053,0.8938974861979264,221
11,1,10,14,8.073610859181844,0.8310945830084518,212
12,1,10,15,6.809117011239542,0.6862376044401061,208
13,1,10,16,7.914281940346917,0.7969966526418845,204
14,1,10,17,5.464526232040591,0.5775587899544823,206
15,1,10,18,5.756899683507856,0.6184962711497675,204
16,1,10,19,6.826916172836055,0.6907530491513636,203
17,1,10,20,6.335776746745244,0.6391551363048812,203
18,1,10,21,4.772708189344082,0.48939938902293334,203
19,1,10,22,5.46242815608669,0.6001601302494668,200
20,1,10,23,3.5949736572422424,0.4120293955933664,200
21,1,10,24,3.390779486338907,0.3884950662684342,196
22,1,10,25,2.4596735762859683,0.2921932431056742,194
23,1,10,26,2.4945977829302595,0.29445311655047557,191
24,1,10,27,1.1430652589933306,0.15265799861823948,188
25,1,10,28,0.8327644226217181,0.11926599358678538,189
26,1,10,29,1.0854020401107822,0.14721721332224863,187
27,1,10,30,1.5663843169197427,0.20402876351785343,188
28,1,10,31,2.1130662659267827,0.26661141254847964,184
29,1,10,32,1.6173178300986444,0.21484164077738266,185
30,1,10,33,1.8144150456696988,0.23352427468599218,182
31,1,10,34,2.0302150103119487,0.25582978697916986,182
32,1,10,35,2.1254585263215025,0.2710735301060859,183
33,1,10,36,3.951118530306065,0.4562730525248354,186
34,1,10,37,4.887216022872248,0.595637472285164,185
35,1,10,38,3.18652196407608,0.39049143779954004,185
36,1,10,39,2.4783899052811176,0.3087395189604804,185
37,1,11,3,18.453592277682528,1.5331044613237386,335
38,1,11,4,13.920752334491976,1.3198515709758023,310
39,1,11,5,11.192373745016223,1.2049595965487276,293
40,1,11,6,9.86966725876639,1.0819609165903916,276
41,1,11,7,8.961033938037483,0.9645233415607172,259
42,1,11,8,5.820891175290939,0.6536187955111687,249
43,1,11,9,6.2337621616407795,0.657473025480184,245
44,1,11,10,5.5000676905270725,0.5760457593337243,234
45,1,11,11,9.038338394218682,0.9490476089029373,231
46,1,11,12,8.97760448385661,0.9226861409275724,218
47,1,11,13,8.414020470349257,0.8557834104966731,212
48,1,11,14,8.132472090472033,0.8250032424157661,204
49,1,11,15,6.4922106035107285,0.6799192121789985,203
50,1,11,16,7.515278738182027,0.7868164081572018,203
51,1,11,17,6.800758824830153,0.6946785195072487,200
52,1,11,18,5.835905264742296,0.6132341614102689,199
53,1,11,19,4.799004147282333,0.5316681937771293,200
54,1,11,20,3.567286129810226,0.4065205074643728,198
55,1,11,21,2.9687426836765898,0.3421506048540853,195
56,1,11,22,1.7821008304153718,0.21836803399465352,193
57,1,11,23,0.17819490062039742,0.04727427247806536,190
58,1,11,24,0.641874877947333,0.09823653113964903,183
59,1,11,25,0.11399253124956234,0.04049087466100081,182
60,1,11,26,1.4376118497635342,0.1904545268955357,181
61,1,11,27,0.9538122502258766,0.13557541709826915,180
62,1,11,28,0.8973264936742984,0.12683753330224753,179
63,1,11,29,0.6635223573857788,0.09943654296273233,179
64,1,11,30,0.41808153448419805,0.07269908056363043,177
65,1,11,31,2.1215522643176707,0.28170997923757385,177
66,1,11,32,1.888617950265587,0.25450493196283835,179
67,1,11,33,0.3124133127587314,0.06852175329693826,178
68,1,11,34,0.4499323716787328,0.08726348837911345,179
69,1,11,35,1.0401139897593885,0.161197761361576,179
70,1,11,36,0.6447628286565784,0.11003445507684965,179
71,1,11,37,2.3078405353200733,0.31762496330027384,179
72,1,11,38,2.7753462355667295,0.37798278241023553,179
73,1,11,39,3.1116283047264552,0.41601309973781053,178
74,1,12,3,16.516896794495807,1.435944732041837,330
75,1,12,4,14.681664486266365,1.4194998900638969,306
76,1,12,5,11.1882341859119,1.2292996456336531,286
77,1,12,6,10.792756215227877,1.1919467284965806,269
78,1,12,7,8.815938656534552,0.9874198979849853,254
79,1,12,8,7.995871185942131,0.8506808292082937,244
80,1,12,9,7.089632188661195,0.7717497995495809,236
81,1,12,10,10.15054384267771,1.1091699593450075,232
82,1,12,11,10.137364636691451,1.0812001852198165,218
