,ema_fast,ema_slow,annual_return,sqn,trades
0,10,25,1.5498157931555294,0.20657256162643878,22
1,10,25,1.0709677488575473,0.1453261901439491,20
2,10,25,1.7536793914739084,0.24395252773905537,17
3,10,26,1.7634013900084284,0.2374958820275754,21
4,10,26,1.9369410691617006,0.27044319836544095,19
5,10,26,2.5724662167851036,0.3604547587845834,16
6,10,27,0.22914879230868132,0.031015382754956137,21
7,10,27,1.3754293444739674,0.1946301530480209,17
8,10,27,2.0233738414144726,0.2678921016155344,16
9,11,25,-0.2620746849080007,-0.03585042366657586,21
10,11,25,2.3575964834651044,0.31399030351378626,17
11,11,25,1.4761684215388358,0.19406487439137837,17
12,11,26,0.008904992747095768,0.0012194455410235736,20
13,11,26,0.6839995821882695,0.0960192195412382,17
14,11,26,1.4761684215388358,0.19406487439137837,17
15,11,27,0.40041191843859636,0.056207001695458086,19
16,11,27,2.0233738414144726,0.2678921016155344,16
17,11,27,1.6418903926998671,0.21505314609757195,17
18,12,25,2.469008561065308,0.3590214320602816,17
19,12,25,2.6886538126763506,0.36339674499987085,17
20,12,25,2.2274474497065175,0.28726650876321114,17
21,12,26,1.3754293444739674,0.1946301530480209,17
22,12,26,1.4761684215388358,0.19406487439137837,17
23,12,26,2.1278114110006485,0.2746773133506256,17
24,12,27,2.0455586448874445,0.2632985519514988,17
25,12,27,1.4761684215388358,0.19406487439137837,17
26,12,27,1.7774603819119872,0.228806957976794,17
27,13,25,2.2347614683260986,0.3223038296901499,16
28,13,25,1.4761684215388358,0.19406487439137837,17
29,13,25,3.104218188183435,0.4059288831487887,15
30,13,26,3.575040509504194,0.48907855376085463,16
31,13,26,3.355686623965987,0.4450422165482991,17
32,13,26,2.0167385981262593,0.27130759683780536,15
33,13,27,3.45604868118062,0.47068279265044854,16
34,13,27,3.2012115371659315,0.4214157305943882,17
35,13,27,2.0857891224171077,0.27174688922608575,14
36,14,25,3.0250943923818907,0.4102444171504399,17
37,14,25,2.1278114110006485,0.2746773133506256,17
38,14,25,3.0058899667420027,0.3948466347421012,13
39,14,26,3.0250943923818907,0.4102444171504399,17
40,14,26,3.014615416637869,0.3936942787767702,16
41,14,26,3.004907456677599,0.3947251406908666,13
42,14,27,3.355686623965987,0.4450422165482991,17
43,14,27,1.579432823881886,0.21163593486117038,16
44,14,27,2.539812954740816,0.3331456925139697,13
