,ema_fast,ema_slow,end_value
0,4,19,13506.0
1,5,16,13060.0
2,9,47,13049.0
3,5,14,13049.0
4,4,15,12573.9
5,4,16,12571.1
6,8,46,12341.5
7,3,11,12341.3
8,3,18,12330.0
9,7,48,12287.4
