,ema_fast,ema_slow,annual_return
0,4,22,78.11474289207429
1,4,23,77.31200518317902
2,8,33,77.19557233125045
3,5,21,74.61787507917074
4,10,60,74.16313397369983
5,3,24,74.04197223493117
6,9,31,73.93158783601817
7,18,20,72.96605679852648
8,17,21,72.96605679852648
9,16,22,72.96605679852648
10,16,21,71.94852448168396
11,6,19,71.86942991040569
12,5,19,71.83514186699738
13,4,21,71.75817900215992
14,5,20,71.41871666774298
15,17,20,71.02112586514457
16,18,19,71.02112586514457
17,15,22,70.85564155173947
18,4,20,70.67496548866181
19,12,61,70.61300398505126
20,3,25,70.51218300593791
21,4,19,70.4796136471983
22,15,23,70.22157737999433
23,19,47,70.04488340748874
24,10,12,69.64940794858639
25,3,11,69.61922304911361
26,18,49,69.56373960447762
27,3,22,69.50180208659744
28,11,12,69.223478448515
29,10,13,69.223478448515
30,1,15,68.99023881310755
31,7,34,68.82376447247474
32,7,33,68.82376447247474
33,4,18,68.72058100376844
34,19,46,68.63013579959879
35,10,34,68.54894100153012
36,14,24,68.53105301675286
37,5,18,68.49356636925525
38,8,15,68.07218274465102
39,14,25,68.0293074924315
40,7,78,67.96571692721851
41,13,54,67.54726073592074
42,12,60,67.54726073592074
43,13,55,67.54726073592074
44,12,59,67.54726073592074
45,12,58,67.54726073592074
46,8,37,67.5094146542696
47,3,23,67.48319241129346
48,15,25,67.33150956130407
49,14,27,67.33150956130407
