,ema_fast,ema_slow,end_value
0,3,29,21748.6
1,3,28,21096.0
2,3,30,20679.0
3,3,32,20619.0
4,3,31,18531.2
5,4,21,18067.0
6,3,40,16860.0
7,4,22,16619.4
8,3,36,16354.6
9,3,37,16183.1
