,ema_fast,ema_slow,end_value
0,22,49,28179.1
1,22,48,27027.0
2,23,45,25124.2
3,24,44,25124.2
4,24,45,24757.1
5,6,18,24628.9
6,5,22,24386.0
7,23,46,24268.9
8,6,19,23423.4
9,7,17,23371.7
