,ema_fast,ema_slow,annual_return
0,7,43,22.755936972512146
1,8,41,22.701356629645623
2,7,44,22.576059852678927
3,7,45,22.196416875308906
4,10,14,22.1298535793806
5,8,40,21.558164424774542
6,7,19,21.504315915293887
7,7,42,21.136580752913485
8,9,37,20.666950632447445
9,9,14,20.605568534103565
10,11,13,20.60204000575433
11,7,41,20.376189044903565
12,8,36,20.35255183336304
13,8,39,20.298515735397476
14,9,36,20.258441889614463
15,7,38,20.080794662662782
16,8,54,20.065097404740506
17,8,37,20.011570489567383
18,7,39,19.98741132830168
19,4,31,19.98387212238456
20,7,20,19.976725678456823
21,8,17,19.96557101764648
22,8,18,19.924562224519168
23,7,40,19.92068053957687
24,6,22,19.774812610845323
25,10,13,19.74990211750187
26,9,35,19.69966559320944
27,9,15,19.65641592039551
28,2,13,19.6329632126409
29,7,46,19.61541912445145
30,11,14,19.56698847233157
31,8,16,19.50930127821596
32,5,23,19.392735509138937
33,5,31,19.373170161105275
34,12,13,19.332297631450327
35,9,17,19.03828200406505
36,10,12,18.96575608228374
37,10,33,18.950050966704467
38,11,12,18.94738446124351
39,10,34,18.91973859899977
40,14,25,18.83947134950474
41,11,31,18.815248756428264
42,15,34,18.80418658956963
43,6,48,18.7968670055811
44,10,48,18.7088449201974
45,10,11,18.68337410765994
46,8,30,18.675060514153365
47,6,21,18.645578056177342
48,9,16,18.644451878139236
49,8,35,18.64354652669697
