,ema_fast,ema_slow,end_value
0,7,14,15829.5
1,8,14,15445.7
2,6,25,14018.0
3,6,26,13657.6
4,6,28,13441.3
5,8,30,13021.0
6,11,14,12876.9
7,5,29,12676.4
8,8,11,12638.0
9,5,30,12480.0
