,ema_fast,ema_slow,end_value
0,4,13,41341.9
1,5,19,41096.0
2,6,27,39436.8
3,4,21,38739.5
4,10,11,37825.8
5,3,15,37592.9
6,3,10,37553.7
7,3,16,37228.2
8,5,18,36174.7
9,7,12,35737.7
