,ema_fast,ema_slow,annual_return
0,24,67,4.986020436528612
1,24,78,4.9392785828632535
2,23,70,4.884009670242842
3,23,72,4.884009670242842
4,22,74,4.884009670242842
5,24,68,4.884009670242842
6,23,69,4.884009670242842
7,22,72,4.884009670242842
8,23,71,4.884009670242842
9,22,73,4.884009670242842
10,22,75,4.853467464778557
11,24,79,4.843704232662538
12,24,76,4.797325550733668
13,24,77,4.766713495850319
14,21,78,4.737244117841933
15,21,77,4.682932031560035
16,23,77,4.635356486111341
17,24,74,4.635356486111341
18,24,75,4.635356486111341
19,21,76,4.611678035755525
20,24,73,4.6090623750613045
21,23,75,4.608007119156406
22,23,76,4.608007119156406
23,23,78,4.532706198289161
24,24,69,4.52010899630482
25,23,79,4.496535127892891
26,23,73,4.489663472654184
27,22,77,4.376541065998817
28,21,79,4.376541065998817
29,22,76,4.350311575981244
30,22,78,4.339064889969773
31,22,79,4.339064889969773
32,2,42,4.260809931899252
33,24,70,4.179866405720865
34,24,71,4.179866405720865
35,23,74,4.177388474099767
36,24,72,4.177388474099767
37,2,41,3.951236786006517
38,2,43,3.9090455619871576
39,2,40,3.8617575969093183
40,24,66,3.745028475717158
41,22,71,3.686697817944163
42,3,36,3.681029771028741
43,3,33,3.630165461775996
44,23,68,3.624301260531763
45,4,30,3.599650519822502
46,22,69,3.529085391946433
47,22,50,3.5209430100241725
48,22,51,3.5209430100241725
49,22,52,3.503212884199419
