,ema_fast,ema_slow,end_value
0,4,10,15674.8
1,4,12,14894.4
2,5,11,14445.3
3,5,10,13598.5
4,10,23,12911.4
5,4,11,12629.7
6,3,11,12153.2
7,4,13,11881.6
8,3,29,11836.9
9,3,14,11750.0
