,ema_fast,ema_slow,annual_return
0,24,23,14.90571031989246
1,24,22,14.01404646963886
2,23,22,12.254324472360135
3,24,21,12.15955306799306
4,23,19,11.78115329991748
5,24,20,11.566640270775716
6,23,21,11.566640270775716
7,22,19,11.45809466413942
8,23,18,11.416192313778978
9,24,18,11.343375905548085
10,24,17,11.340343014454138
11,22,20,11.014641501112452
12,21,20,10.778042820585268
13,22,21,10.616457108699535
14,23,20,10.504543311608504
15,24,19,9.675259993274752
16,11,10,9.539543764573056
17,22,18,9.198339189215876
18,21,19,9.095041085934144
19,23,17,9.02421368407721
20,24,16,8.693506784397647
21,18,14,8.420303527171225
22,17,15,8.291783052115292
23,16,14,8.245045373756172
24,17,13,8.21279792453145
25,20,16,8.071685582722154
26,21,10,7.940071529199706
27,16,13,7.852331992539514
28,19,17,7.842409843475346
29,19,11,7.745316857602362
30,18,15,7.660402066462993
31,23,12,7.64491078305185
32,15,14,7.600248077152781
33,18,12,7.590131015275325
34,17,16,7.544812660314458
35,22,12,7.448544016033427
36,23,11,7.363414183041883
37,20,11,7.153653579981924
38,22,13,6.998668705368888
39,24,15,6.8913730909815545
40,21,12,6.857844173245344
41,21,15,6.847909008675845
42,20,13,6.74212026044993
43,19,14,6.736810886284772
44,24,11,6.715639038608646
45,18,13,6.7102973022122
46,20,14,6.706347439525941
47,21,18,6.650467429597757
48,20,19,6.650467429597757
49,23,16,6.5705147399210375
