,ema_fast,ema_slow,end_value
0,3,25,71860.0
1,4,22,69255.9
2,3,24,67932.9
3,5,28,64348.2
4,3,26,56259.7
5,5,20,56252.0
6,4,23,55312.2
7,5,23,50889.0
8,5,24,50882.0
9,3,27,50136.0
