,ema_fast,ema_slow,end_value
0,4,10,30727.0
1,5,10,29440.0
2,6,57,27139.7
3,4,12,26867.4
4,4,57,25270.0
5,4,59,25019.0
6,6,11,24853.3
7,4,11,23180.0
8,6,59,22092.0
9,3,14,21785.0
