,ema_fast,ema_slow,end_value
0,23,56,30932.0
1,24,54,30932.0
2,24,55,30932.0
3,23,55,28834.5
4,23,57,28585.1
5,22,58,24105.0
6,22,57,23614.8
7,22,59,22276.2
8,21,58,21744.2
9,21,59,21744.2
