,ema_fast,ema_slow,end_value
0,8,36,19095.0
1,5,57,18974.2
2,6,56,18758.5
3,5,59,18677.8
4,13,26,18635.2
5,11,30,18463.8
6,12,28,18271.4
7,18,20,18152.8
8,5,58,18059.0
9,6,55,17850.0
