,ema_fast,ema_slow,annual_return
0,11,53,12.190033763775428
1,11,54,11.713422082275974
2,11,70,11.611910702422689
3,8,52,11.250191015703496
4,6,55,11.083588111953954
5,11,71,10.98839382418698
6,8,51,10.842359067251346
7,24,60,10.79122393640296
8,13,43,10.703715592597923
9,7,56,10.691502296144163
10,7,57,10.691502296144163
11,7,54,10.684077625696602
12,8,49,10.672422504308637
13,12,68,10.66416357820846
14,11,72,10.662929919993418
15,11,69,10.63941185982944
16,12,70,10.632637145901237
17,17,62,10.627599316918966
18,15,62,10.620786801142112
19,5,58,10.61433040043516
20,6,56,10.61229002924195
21,12,49,10.597754837450722
22,22,40,10.557739941944083
23,6,62,10.521375982416206
24,7,52,10.515597210838823
25,6,60,10.49887027164024
26,5,59,10.484881922034583
27,16,65,10.455045359819058
28,13,67,10.407791206045625
29,5,60,10.380874940106716
30,11,52,10.365155871616077
31,12,57,10.333535082701712
32,6,59,10.33032943687506
33,11,56,10.294093307274157
34,12,78,10.273186142727855
35,12,71,10.208764896471742
36,22,39,10.203926929645212
37,10,56,10.1667295323182
38,7,55,10.1661024329691
39,6,63,10.161166621198074
40,22,66,10.14400430454294
41,12,69,10.140103034733093
42,24,37,10.1394453865238
43,10,55,10.123111115538448
44,16,39,10.109392681412462
45,7,51,10.097181413629484
46,17,11,10.08596034136361
47,11,55,10.07821621050585
48,14,64,10.07341643552333
49,21,42,10.068579962031736
