,ema_fast,ema_slow,annual_return
0,23,21,21.663421148248855
1,24,20,20.432768983637736
2,23,20,16.972858341720404
3,24,19,16.917501422674476
4,22,21,16.032397663482676
5,18,12,15.39226519932933
6,23,19,14.884252350681196
7,24,21,14.509042368467693
8,21,12,14.343910086784623
9,19,12,14.271995503521076
10,18,13,14.270331526780812
11,20,12,14.11614855287067
12,22,20,14.000731122393134
13,20,11,13.745830570961576
14,16,15,13.48100497270266
15,17,14,13.48100497270266
16,24,22,13.19797717374905
17,23,22,12.946160492354553
18,1,79,12.896718610364182
19,21,17,12.81451414584234
20,20,18,12.81451414584234
21,22,15,12.782610199794783
22,19,13,12.764858805959218
23,18,14,12.764858805959218
24,17,15,12.764858805959218
25,20,13,12.764858805959218
26,19,18,12.66802106160552
27,21,16,12.66802106160552
28,20,17,12.66802106160552
29,17,13,12.405390249799638
30,21,20,12.253666176079031
31,18,11,12.249193275023028
32,21,11,12.189664885999909
33,22,16,12.130579966040878
34,1,76,12.112930890542364
35,22,19,12.08513846827399
36,1,77,12.07608810351432
37,1,78,12.07608810351432
38,22,11,12.044909081463835
39,1,73,12.041187083357189
40,1,75,11.7591954513843
41,23,15,11.677454716597186
42,23,11,11.674828828950744
43,1,74,11.662046139891672
44,22,13,11.646668827258884
45,16,13,11.62656671146032
46,21,15,11.51797573720605
47,22,14,11.51797573720605
48,23,12,11.50218740695597
49,24,18,11.497355665940098
