,ema_fast,ema_slow,annual_return
0,11,10,13.651559528756271
1,18,11,11.094195771094943
2,24,22,10.552998041287408
3,17,10,10.523572349622263
4,14,11,10.376664842330554
5,23,22,10.284381196113731
6,24,21,10.210931110809009
7,21,18,9.913688267409178
8,18,13,9.868485524033035
9,20,19,9.806809284097136
10,22,19,9.780916819810646
11,24,17,9.624110854987531
12,15,10,9.604577299972297
13,21,20,9.49721176908179
14,22,18,9.467997996146153
15,21,19,9.467997996146153
16,18,10,9.454383733637616
17,19,10,9.430615493770723
18,17,12,9.320362209334556
19,17,13,9.28920451341458
20,12,10,9.231082908824732
21,16,15,9.103131814046938
22,16,11,9.084658751880252
23,23,18,9.070984176129263
24,24,18,9.034843374500658
25,23,19,9.034843374500658
26,18,12,9.02772644006124
27,22,17,8.97467439619333
28,23,21,8.942561566900968
29,24,20,8.942561566900968
30,16,14,8.841737852397749
31,17,14,8.837746112153287
32,12,11,8.794693559652197
33,22,20,8.780195274118489
34,15,14,8.764768451604844
35,18,14,8.71022922630525
36,18,15,8.690430002737427
37,24,19,8.65056213519884
38,20,10,8.644149287455157
39,23,20,8.550012293317808
40,22,21,8.550012293317808
41,16,13,8.506977824698266
42,13,10,8.403404625988523
43,24,23,8.367503658676258
44,23,16,8.332721254990691
45,24,16,8.187955924578212
46,15,12,8.108022548882202
47,19,13,8.092281336384618
48,14,12,8.06867939530544
49,23,17,8.041153835968826
