,ema_fast,ema_slow,end_value
0,9,49,22722.7
1,9,50,22451.2
2,9,51,22433.4
3,9,48,22375.4
4,10,47,21447.3
5,10,49,21418.9
6,9,52,21400.0
7,12,42,21218.8
8,9,45,21139.7
9,10,48,20938.0
