,ema_fast,ema_slow,end_value
0,14,22,11139.2
1,15,21,11139.2
2,16,20,11139.2
3,14,50,11094.0
4,11,56,11094.0
5,13,53,11094.0
6,21,35,11094.0
7,12,53,11094.0
8,16,44,11094.0
9,13,51,11094.0
