,ema_fast,ema_slow,annual_return
0,2,77,22.87304268942472
1,2,75,22.76858520125478
2,2,78,22.722640745906293
3,2,76,22.712775129079898
4,2,71,22.35906533247906
5,2,72,22.35750089322457
6,2,73,22.28737791892511
7,2,74,22.28737791892511
8,24,79,21.9907188279621
9,2,62,21.90534400984781
10,2,79,21.778600329303
11,3,60,21.690347018247603
12,2,63,21.668327136011417
13,23,48,21.65003130789
14,2,64,21.59067033712133
15,24,47,21.4632194628547
16,3,61,21.425311820108377
17,2,70,21.385622108579767
18,3,69,21.318154244367413
19,3,67,21.243807297089703
20,3,68,21.243807297089703
21,24,48,21.226182313357945
22,3,59,21.21079172859549
23,5,58,21.19468218219275
24,2,67,21.15359838372126
25,2,61,21.097975598789915
26,3,63,21.06070012135724
27,23,47,21.056650018952386
28,24,45,21.01254838812465
29,24,46,21.00717417941689
30,6,52,20.987752395875177
31,20,77,20.932580671763663
32,6,53,20.920504051995984
33,3,58,20.90201935144872
34,5,57,20.89528611612143
35,4,56,20.7806580107484
36,23,70,20.75235516141406
37,3,70,20.75119993030123
38,23,73,20.732599202909565
39,2,69,20.727693964854485
40,3,62,20.70542192043126
41,4,57,20.648348997155924
42,24,70,20.638799504109507
43,4,58,20.57509422594592
44,24,78,20.55110762347601
45,2,65,20.54568469702702
46,3,66,20.53475545852764
47,22,50,20.527855910151136
48,21,74,20.50196588473746
49,3,65,20.49992844543877
