,ema_fast,ema_slow,end_value
0,3,25,26944.8
1,3,26,26811.2
2,3,15,23362.2
3,3,33,23106.0
4,3,27,23070.0
5,24,28,22950.0
6,3,22,21729.8
7,4,14,21709.0
8,3,24,21391.3
9,3,14,21185.1
