,ema_fast,ema_slow,end_value
0,17,51,29050.0
1,17,52,29050.0
2,16,54,29050.0
3,17,46,27128.3
4,16,48,26887.3
5,20,26,25951.0
6,21,25,25007.0
7,22,24,25007.0
8,17,45,24741.2
9,16,47,24699.0
