,ema_fast,ema_slow,end_value
0,23,33,25827.5
1,24,32,25827.5
2,4,54,25291.2
3,4,56,25255.4
4,4,55,25255.4
5,4,58,24547.7
6,5,57,24533.1
7,5,56,24533.1
8,9,59,24495.0
9,23,43,24410.0
