,ema_fast,ema_slow,end_value
0,3,11,19173.5
1,3,10,18640.0
2,6,10,18151.0
3,7,10,17790.0
4,5,11,17682.8
5,3,15,17618.1
6,5,16,17578.0
7,3,14,17552.4
8,4,13,17451.1
9,6,12,17442.8
