,ema_fast,ema_slow,end_value
0,3,19,23029.0
1,5,20,23021.0
2,3,26,20599.0
3,4,21,20466.0
4,3,18,20143.0
5,3,25,19823.1
6,4,22,19331.7
7,3,28,18555.4
8,3,24,18217.9
9,3,23,17940.0
