,ema_fast,ema_slow,end_value
0,9,42,32206.0
1,8,41,31911.8
2,11,39,31874.4
3,11,41,30423.0
4,9,40,30198.0
5,11,40,29928.8
6,10,42,29726.5
7,10,38,29604.0
8,9,41,29576.4
9,11,43,28908.0
