,ema_fast,ema_slow,end_value
0,7,13,42005.0
1,8,12,41491.4
2,3,17,34221.5
3,9,10,32539.2
4,10,11,31695.8
5,5,18,30826.0
6,6,13,30142.0
7,8,13,29980.0
8,5,11,29862.2
9,8,11,29687.2
