,ema_fast,ema_slow,annual_return
0,7,73,11.89913625118207
1,8,70,11.820899049664304
2,8,69,11.783646630248905
3,7,74,11.699816354113164
4,8,73,11.574546640873075
5,8,74,11.574546640873075
6,7,75,11.570928094796926
7,8,71,11.518456598319238
8,9,71,11.481128907704267
9,7,72,11.347304292298734
10,8,68,11.198880111977958
11,7,71,11.192016189890987
12,8,75,11.191532841263216
13,9,67,11.147377473667508
14,7,76,11.146005570509136
15,9,70,11.134654302010864
16,8,72,11.132784781574088
17,10,61,11.12223160435873
18,9,68,11.074802286991888
19,9,69,11.067617627450463
20,12,60,11.030896932998347
21,7,79,11.024393526288051
22,12,61,10.975630592710562
23,7,78,10.974454582698412
24,11,62,10.973145364022177
25,11,64,10.970916837842072
26,5,67,10.968771287329616
27,7,77,10.966366030066352
28,9,73,10.928981397045346
29,5,68,10.927379740962037
30,10,62,10.917106584404698
31,9,72,10.913009902951623
32,7,70,10.911801468602668
33,5,70,10.83267778148973
34,13,57,10.764837557404634
35,11,63,10.76016038141011
36,9,65,10.758715511681116
37,11,60,10.752495140166912
38,10,65,10.745471124769075
39,16,27,10.740216757121766
40,6,79,10.70990886832972
41,12,59,10.7054427570368
42,10,60,10.70090366686223
43,11,61,10.70003348255084
44,17,26,10.697557004731436
45,7,69,10.688596350155152
46,12,58,10.680274415530832
47,5,65,10.632708557320342
48,11,59,10.630311794867248
49,5,69,10.619009272068087
