,ema_fast,ema_slow,end_value
0,7,10,19865.6
1,6,10,19828.4
2,8,10,19704.0
3,3,17,19672.8
4,3,19,19454.0
5,4,13,19121.4
6,4,14,19094.0
7,5,12,18987.4
8,6,13,18640.0
9,4,12,18463.2
