,ema_fast,ema_slow,end_value
0,11,12,13478.2
1,7,16,11753.0
2,11,13,11619.3
3,8,15,11603.0
4,9,13,11579.3
5,5,37,11495.9
6,6,26,11413.0
7,8,14,11409.0
8,6,19,11402.0
9,7,17,11388.2
