,ema_fast,ema_slow,end_value
0,14,17,284854.5
1,15,16,284854.5
2,12,20,245940.0
3,10,24,222049.0
4,11,23,219481.7
5,9,26,209327.0
6,11,21,196382.3
7,14,15,162981.7
8,9,25,146597.5
9,4,34,146243.1
