,ema_fast,ema_slow,end_value
0,11,37,22938.7
1,12,25,22717.9
2,11,25,22175.2
3,6,25,22104.0
4,12,35,21579.5
5,20,25,21383.6
6,5,25,21228.0
7,9,37,20889.0
8,21,24,20532.0
9,12,34,20258.0
