,ema_fast,ema_slow,end_value
0,8,12,19256.4
1,19,36,19249.5
2,7,13,18951.8
3,9,11,18899.1
4,18,36,17858.2
5,3,19,17685.3
6,19,35,17488.4
7,11,54,17329.2
8,11,55,17005.0
9,4,15,16819.3
