,ema_fast,ema_slow,end_value
0,22,24,28747.7
1,19,50,27684.1
2,17,58,27500.0
3,14,44,27471.1
4,16,42,26959.8
5,10,54,26940.0
6,18,52,26589.7
7,12,55,26570.0
8,14,55,26555.5
9,17,59,26283.4
