,ema_fast,ema_slow,end_value
0,3,13,15726.8
1,8,10,14601.0
2,3,12,14587.2
3,4,10,13517.5
4,5,11,12307.0
5,6,10,12226.0
6,7,10,12029.0
7,5,12,11948.4
8,7,11,11864.0
9,3,11,11802.0
