,ema_fast,ema_slow,annual_return
0,7,11,14.465518781898307
1,9,13,13.203788677536668
2,7,13,13.146590657298724
3,7,10,13.137200192220847
4,10,12,12.860123522390383
5,9,11,12.7589794983629
6,11,12,12.739975319740548
7,8,12,11.998064812094206
8,6,12,11.484017575164795
9,8,10,11.481414356717428
10,1,10,11.31012428267277
11,9,10,11.004280098154805
12,4,10,10.66445657617417
13,8,13,10.6615049542886
14,10,11,10.649950373227435
15,9,12,10.39185025689014
16,5,13,9.804247718484698
17,8,11,9.769147246161808
18,6,11,9.552955223468086
19,6,10,9.489427425771078
20,1,13,9.398852873462769
21,3,10,9.249245164608418
22,2,13,9.038225395630642
23,7,12,8.958059847560119
24,5,12,8.916517389828623
25,6,13,8.693242632204429
26,1,12,8.673465019482066
27,1,11,8.508289087917632
28,3,11,8.320886620091054
29,23,41,8.008159245482565
30,2,12,7.823899135317191
31,4,11,7.7707798553171985
32,24,40,7.610716085606874
33,20,58,7.558196571624743
34,22,55,7.323238080982615
35,20,56,7.285068973980044
36,18,61,7.268764097611127
37,24,42,7.250037006954541
38,5,10,7.244556639791916
39,19,57,7.16706562907285
40,24,41,7.155480103502332
41,5,11,7.144053619780433
42,18,59,7.12928806252096
43,18,58,7.120735206429416
44,17,60,7.120735206429416
45,18,57,7.120735206429416
46,4,13,7.071921613298936
47,23,40,7.068038958912807
48,19,58,7.058392774804649
49,21,57,7.035776743357322
