,ema_fast,ema_slow,end_value
0,7,22,20786.0
1,5,27,19828.7
2,6,23,19684.4
3,4,27,19595.4
4,6,22,19387.0
5,10,17,18924.8
6,4,28,18923.7
7,3,21,18862.5
8,3,22,18713.3
9,4,30,18486.1
