,ema_fast,ema_slow,annual_return
0,11,10,10.853745158335778
1,12,10,8.394052500381907
2,17,40,8.203262936458634
3,17,41,8.114943238521926
4,16,41,8.0992309355535
5,16,42,8.081889015114994
6,13,52,8.079105256023505
7,15,44,8.044235052206638
8,15,45,7.979161798040287
9,16,43,7.964302526316327
10,13,51,7.945362450440707
11,11,48,7.930564977711857
12,15,46,7.918306564718766
13,14,49,7.912817570232787
14,16,44,7.860466640608473
15,18,38,7.745695158953916
16,18,39,7.745517759372776
17,15,43,7.730699142091692
18,12,46,7.722746058031121
19,17,38,7.707439042251458
20,17,42,7.706654328038416
21,14,40,7.687228392683193
22,14,44,7.678818504814642
23,24,28,7.673607702189683
24,18,42,7.638904851796919
25,12,45,7.560274073669077
26,13,10,7.554828521703956
27,16,45,7.508243313064399
28,15,42,7.499165836076345
29,15,38,7.464950882520744
30,16,36,7.46412057888756
31,14,50,7.457696038375891
32,11,47,7.454510929982891
33,18,43,7.450036092709023
34,21,32,7.442412599828399
35,15,41,7.416499029051669
36,13,43,7.388639550992012
37,11,49,7.384531562106098
38,14,51,7.358237443211479
39,17,43,7.353088782365
40,16,35,7.342231984487976
41,14,47,7.341513372234741
42,17,39,7.3292561165209
43,17,44,7.329152644619167
44,22,68,7.322070188735459
45,12,44,7.312753176227808
46,18,41,7.309002627452204
47,15,48,7.277859482970883
48,20,39,7.273612763780843
49,18,32,7.27109796332752
