,ema_fast,ema_slow,end_value
0,5,15,10378.0
1,18,19,10372.0
2,5,12,10322.0
3,3,21,10277.0
4,3,17,10256.0
5,3,22,10191.0
6,4,14,10131.0
7,15,23,10120.0
8,23,59,10102.0
9,18,20,10093.0
