,ema_fast,ema_slow,end_value
0,12,49,37335.0
1,15,38,28879.3
2,22,38,24657.1
3,14,38,24452.2
4,16,49,24335.9
5,17,23,23964.0
6,16,23,22551.1
7,12,13,20744.0
8,11,38,20047.0
9,17,49,19646.6
