,ema_fast,ema_slow,end_value
0,10,35,16675.6
1,15,39,16443.8
2,3,59,16363.2
3,5,48,16155.2
4,3,57,16002.0
5,5,47,15999.7
6,6,58,15922.8
7,5,59,15903.0
8,5,57,15808.0
9,11,35,15706.0
