,ema_fast,ema_slow,end_value
0,24,29,11901.0
1,23,30,11891.9
2,23,34,11655.9
3,12,28,11346.8
4,7,18,11279.2
5,22,32,11237.0
6,13,18,11173.8
7,14,17,11173.8
8,24,28,11082.0
9,22,31,11082.0
