,ema_fast,ema_slow,end_value
0,16,53,45447.7
1,16,58,44416.1
2,16,59,44416.1
3,15,55,42696.9
4,15,56,42696.9
5,16,54,42301.0
6,15,57,41219.8
7,12,59,38708.0
8,16,52,38205.0
9,15,58,37166.9
