,ema_fast,ema_slow,end_value
0,21,24,10330.0
1,22,23,10330.0
2,20,25,10132.0
3,19,26,9997.9
4,22,27,9986.9
5,19,27,9964.2
6,23,26,9934.7
7,18,28,9824.1
8,18,27,9788.0
9,21,29,9738.3
