,ema_fast,ema_slow,annual_return,sqn,trades,weighted_average
0,2,71,10.046859243281382,0.9456779484782132,30,8.226622984320748
1,13,31,9.999366087473,1.0263184178151088,19,8.204756553541422
2,2,66,9.991211670731955,0.9531293931161609,30,8.183595215208797
3,4,59,9.940759749809851,0.94144433701676,28,8.140896667251234
4,5,53,9.93996994716588,0.925027609727836,26,8.136981479678271
