,ema_fast,ema_slow,annual_return
0,24,23,11.567604785856076
1,10,11,11.234182209966336
2,24,20,11.154919337854926
3,24,22,11.071061869675129
4,9,12,10.960311178324496
5,23,21,10.94273740148789
6,24,19,10.724653234025268
7,23,20,10.724653234025268
8,22,21,10.505571261760473
9,22,20,9.519878424264208
10,7,15,9.444011657793428
11,23,22,9.286311642325437
12,24,18,9.2585949091287
13,8,15,9.153029690246534
14,24,21,9.097714281954762
15,9,13,9.065756001895611
16,23,19,9.055544234257376
17,9,15,8.93556971230541
18,6,17,8.857632127170927
19,8,14,8.801109846558642
20,10,14,8.74990259547193
21,10,12,8.715541779083543
22,8,13,8.6626599730217
23,7,17,8.636056318473823
24,6,23,8.608517537556237
25,7,22,8.549414603725507
26,5,27,8.499253442491815
27,9,16,8.414213062997309
28,6,25,8.396905029560807
29,10,13,8.301347483398988
30,8,16,8.29468023370534
31,7,19,8.269324509540558
32,5,26,8.248063257126802
33,9,14,8.199122699026567
34,22,14,8.13735965027527
35,7,16,8.13477000745086
36,7,18,8.04009477820833
37,8,17,7.807465435466282
38,22,19,7.78860139747423
39,21,20,7.78860139747423
40,23,18,7.78860139747423
41,23,13,7.762905808704779
42,6,24,7.72247913691972
43,24,17,7.670110169293753
44,9,11,7.654009047000633
45,6,21,7.616081103803039
46,7,21,7.6038397789239
47,8,21,7.430358508941951
48,10,15,7.404549075787456
49,6,18,7.376122968763034
