,ema_fast,ema_slow,end_value
0,15,56,17102.0
1,15,55,17102.0
2,22,34,16580.0
3,14,56,16520.0
4,14,57,16075.0
5,13,57,16012.0
6,16,55,15580.0
7,24,32,15518.3
8,23,42,15353.5
9,22,36,15261.3
