,ema_fast,ema_slow,end_value
0,10,54,23187.4
1,10,53,21281.0
2,24,43,21059.0
3,23,44,20877.0
4,24,42,20877.0
5,11,52,20639.0
6,9,56,20573.0
7,4,51,20563.0
8,15,39,20294.0
9,16,54,20138.0
