,ema_fast,ema_slow,end_value
0,14,31,17622.0
1,15,27,17540.0
2,16,26,17278.9
3,24,39,16071.0
4,23,40,16071.0
5,13,31,15915.3
6,10,59,15861.5
7,14,29,15788.2
8,21,44,15673.4
9,23,41,15673.4
