,ema_fast,ema_slow,end_value
0,23,55,14559.8
1,22,55,14511.8
2,23,57,14326.7
3,24,53,14069.0
4,23,56,14008.0
5,24,55,13920.0
6,24,54,13911.3
7,23,50,13770.0
8,24,49,13723.6
9,23,53,13622.2
