,ema_fast,ema_slow,end_value
0,10,13,65427.5
1,11,12,65427.5
2,8,16,64661.3
3,10,14,54415.4
4,8,17,51835.5
5,3,16,48557.8
6,3,17,47442.0
7,10,15,45569.9
8,9,15,44822.5
9,9,17,44731.4
